Id,Hora de inicio,Hora de finalización,Correo electrónico,Nombre,Choose your team,Have you joined the Uassist.ME team in the last six months?,How satisfied are you with the Recruitment Process?.Clear Communication,How satisfied are you with the Recruitment Process?.Steps of the process,How satisfied are you with the Recruitment Process?.Response Time,How satisfied are you with the Recruitment Process?.Customer service provided by TA,Please share your feedback on the new equipment you received.Effectiveness,Please share your feedback on the new equipment you received.Tech Support Provided (If Applicable),Please share your feedback on the new equipment you received.Response or Resolution Time,Please share your feedback on the new equipment you received.Customer Service provided by IT,Please evaluate your experience during your New Hire HR Induction?.Important   and helpful topics        ,Please evaluate your experience during your New Hire HR Induction?.Effective Communication (emails/verbal) ,Please evaluate your experience during your New Hire HR Induction?.Complete Tour of our facilities,Please evaluate your experience during your New Hire HR Induction?.Customer Service provided by People experience,Please provide feedback regarding your New Hire Training.Access to training materials,Please provide feedback regarding your New Hire Training.Quality of training content,Please provide feedback regarding your New Hire Training.Training Clarity,Please provide feedback regarding your New Hire Training.Training had the proper length ,Please provide feedback regarding your New Hire Training.Customer Service provided by L&D,Please assess the service provided by Procurement.More than one supplier option,Please assess the service provided by Procurement.Quality suppliers,Please assess the service provided by Procurement.Response or resolution time,Please assess the service provided by Procurement.Customer service provided,"Please comment on ideas you think Procurement should start, stop or continue doing:",Have you received a promotion at Uassist.ME in the last six months?,How satisfied are you with the Internal Promotions Process?.Clear Communication,How satisfied are you with the Internal Promotions Process?.Steps of the process,How satisfied are you with the Internal Promotions Process?.Response Time,How satisfied are you with the Internal Promotions Process?.Customer service provided,Have you participated in our Astronomers Program (referral program) in the last six months?,How satisfied are you with our Astronomers Program?  (referral program) .Clear Communication,How satisfied are you with our Astronomers Program?  (referral program) .Steps of the process,How satisfied are you with our Astronomers Program?  (referral program) .Response Time,How satisfied are you with our Astronomers Program?  (referral program) .Customer service provided,"Please comment on ideas you think Talent Acquisition should start, stop or continue doing:",Please assess the work equipment provided by UAM. Equipment Quality,Please assess the work equipment provided by UAM.Tech Support Provided (If Applicable),Please assess the work equipment provided by UAM.Respond or Resolution Time,Please assess the work equipment provided by UAM.Customer Service provided,Please assess the systems and tools provided by UAM.Effectiveness,Please assess the systems and tools provided by UAM.Tech Support Provided (If Applicable),Please assess the systems and tools provided by UAM.Respond or Resolution Time,Please assess the systems and tools provided by UAM.Customer Service provided,Please assess the systems and tools provided by UAM.Internet Connection,"Please comment on ideas you think IT should start, stop or continue doing:",Please assess Colabora's parking lot.Security       ,Please assess Colabora's parking lot.Quality,Please assess Colabora's parking lot.Quantity,Please assess Colabora's parking lot.Logistics,Please assess Colabora's parking lot.Chat Efficiency,Do you have any other ideas for this space?,Please assess your working space.Desk,Please assess your working space.Chairs,Please assess your working space.AC ,Please assess your working space.Power outlets ,Please assess your working space.Cleanliness,Please assess our Restrooms.Cleanliness       ,Please assess our Restrooms.Quality Toilet Paper ,Please assess our Restrooms.Quality Soap ,Please assess our Restrooms.Quality Paper towel ,Please assess our Restrooms.Trashcans ,Please assess our Restrooms.Resources availability,Please assess our Kitchenette.Chairs/Table Quality,Please assess our Kitchenette.Chairs/Table Quantity,Please assess our Kitchenette.Airflow ,Please assess our Kitchenette.Microwaves and Oven Quality,Please assess our Kitchenette.Microwaves and Oven Quantity,Please assess our Kitchenette.Fridge,Please assess our Kitchenette.Water dispenser ,Please assess our Kitchenette.Coffee Machines,Please assess our Kitchenette.Cleanliness ,Please assess our Kitchenette.Utensils/ Cupboards,Please assess our Meeting Rooms.Chairs        ,Please assess our Meeting Rooms.Table/Desks ,Please assess our Meeting Rooms.AC ,Please assess our Meeting Rooms.Whiteboards/Markers ,Please assess our Meeting Rooms.Lighting ,Please assess our Meeting Rooms.TVs/screen ,Please assess our Meeting Rooms.Audio,Have you been assigned a locker for your personal items?,Please asses the Locker you have been assigned.Location       ,Please asses the Locker you have been assigned.Quality ,Please asses the Locker you have been assigned.Size ,Please asses the Locker you have been assigned.Assignation Process,"Please comment on ideas you think Facilities should start, stop or continue doing:",How would you evaluate the process followed by finance?.Información clara y eficaz sobre la Carta de Renta,How would you evaluate the process followed by finance?.Información clara en relación con los descuentos,How would you evaluate the process followed by finance?.Información precisa y completa acerca del recálculo anual de la renta,How would you evaluate the process followed by finance?.Servicio al Cliente ,How would you evaluate the process followed by finance?.Pago de la planilla conforme al calendario,"Please comment on ideas you think Finance should start, stop or continue doing:",Have you participated in any Wellness Initiatives in the last six months?,How satisfied are you with the Wellness Activities we offer?.Effective Communication,How satisfied are you with the Wellness Activities we offer?.Registraton/Enrollment process,How satisfied are you with the Wellness Activities we offer?.Satisfaction with providers,How satisfied are you with the Wellness Activities we offer?.Customer service received from PE,PE - Select up to 3 reasons why you haven't joined wellness activities in the past 6 months.,Have you participated in any Engagement/Fun Activities in the last six months?,How satisfied are you with the Engagement Activities we offer?.Effective Communication,How satisfied are you with the Engagement Activities we offer?.Registraton/Enrollment process,How satisfied are you with the Engagement Activities we offer?.Satisfaction with providers,How satisfied are you with the Engagement Activities we offer?.Customer service received from PE,PE - Select up to 3 reasons why you haven't joined engagement activities in the past 6 months.,Have you been part of any recognition initiative in the last six months?,How satisfied are you with our recognition initiatives?.Effective Communication,How satisfied are you with our recognition initiatives?.Overall Satisfaction ,How satisfied are you with our recognition initiatives?.Customer service received from PE,Have you used any of our discounts or perks in the last six months?,Please rate your experience if you have used any of our disccounts or perks in the last 6 months.Discounts are appealing and relevant,Please rate your experience if you have used any of our disccounts or perks in the last 6 months.Brands Quality,Please rate your experience if you have used any of our disccounts or perks in the last 6 months.Easy Process,Please rate your experience if you have used any of our disccounts or perks in the last 6 months.Customer Service from Providers,Please rate your experience if you have used any of our disccounts or perks in the last 6 months.Discounts are communicated effectively,PE - Select up to 3 reasons why you haven’t used perks or discounts in the past 6 months.,"Please comment on ideas you think People Experience should start, stop or continue doing:",Have you participated in any INCAF courses within the last six months?,L&D - Select up to 3 reasons for not taking any INCAF (formerly INSAFORP) courses in the past 6 months.,Please provide feedback  if you have been a part of any INCAF Courses.Effective communication of available courses,Please provide feedback  if you have been a part of any INCAF Courses.Quality of the external courses offered,Please provide feedback  if you have been a part of any INCAF Courses.Easy enrollment process ,Please provide feedback  if you have been a part of any INCAF Courses.Customer service received from L&D,Have you participated in any internal courses in the last six months?,Please provide feedback if you have been a part of any internal Courses in the last 6 months:.Effective communication of available courses,Please provide feedback if you have been a part of any internal Courses in the last 6 months:.Quality of internal courses offered,Please provide feedback if you have been a part of any internal Courses in the last 6 months:.User-friendly platforms,Please provide feedback if you have been a part of any internal Courses in the last 6 months:.Customer service received from L&D,L&D - Select up to 3 reasons for not joining Internal Courses in the past 6 months.,"Please comment on ideas you think Learning & Development should start, stop or continue doing:",Please rate your experience with HRBP regarding certificates (constancias) over the last six months.Customer Service,Please rate your experience with HRBP regarding certificates (constancias) over the last six months.Effective Communication,Please rate your experience with HRBP regarding certificates (constancias) over the last six months.Steps of the Processes,Please rate your experience with HRBP regarding certificates (constancias) over the last six months.Process Automation (selfservice),Please rate your experience with HRBP on special permits over the last six months.Customer Service,Please rate your experience with HRBP on special permits over the last six months.Effective Communication,Please rate your experience with HRBP on special permits over the last six months.Steps of the Processes,Please rate your experience with HRBP on special permits over the last six months.Process Automation (selfservice),How would you rate your experience with HRBP regarding resignations and terminations over the last six months?.Customer Service,How would you rate your experience with HRBP regarding resignations and terminations over the last six months?.Effective Communication,How would you rate your experience with HRBP regarding resignations and terminations over the last six months?.Steps of the Processes,How would you rate your experience with HRBP regarding resignations and terminations over the last six months?.Process Automation (selfservice),"Please comment on ideas you think HRBP should start, stop or continue doing:"
63,8/17/2026 14:55,8/17/2026 16:31,anonymous,,"Management Team (BI, Commercial, Finance, HR, IT, MKT, Ops)",,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Compras deberia tener un menu de opciones de los tipos de proveedores de servicios mas comunes o de mayor uso para recomendar a su cliente interno,No,,,,,No,,,,,Mayor branding o campana internamente donde veamos facilmente lo que se ofrece por cada tipo de referido y que beneficios tiene pertenecer a Astronomers,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,lately we've struggled with internet quality,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Contratar a alguien que mueva los carros para que la gente no pierda el tiempo bajando a mover los carros en horas laborales. Y que el tiempo de espera cuando alguien necesite salir sea practicamente nulo.,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,na,Yes,Satisfied,Satisfied,Satisfied,Satisfied,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,,Yes,Satisfied,Satisfied,Satisfied,No,,,,,,Lack of Interest: The discounts and perks do not align with my personal interests or preferences.;Lack of Knowledge: I was unaware of the discounts available with these stakeholders.;Brands Not Attractive Enough: The brands offering discounts or perks don't appeal to my preferences or needs.;,na,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;Lack of Interest: I don’t find the course engaging or relevant to my role.;Lack of Communication: I was not aware of this benefit, so I was unable to participate.;",,,,,No,,,,,"Lack of Communication: I was not aware of the internal courses available.;Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;Lack of Interest: I don’t find the course engaging or relevant to my role.;","Promover mas los cursos opcionales disponibles en pro de nuestro crecimiento, tanto internos como externos",Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,na
64,8/17/2026 15:27,8/17/2026 16:43,anonymous,,Team Kirian,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,start giving raises to paychecks,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied, ,Very Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,no,Satisfied,Dissatisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Neutral,Satisfied,Neutral,Neutral,Very Satisfied, ,No,,,,,Lack of Awareness: I was unaware of the engagement activities taking place during this time period.;Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;,No,,,,,Lack of Awareness: I was unaware of the engagement activities taking place during this time period.;Schedule conflicts: The timing of the activities did not alingn with my work schedule or personal commitments.;,No,,,,No,,,,,,Brands Not Attractive Enough: The brands offering discounts or perks don't appeal to my preferences or needs.;No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;, ,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;No Recognition or Incentives: I believe there’s no tangible reward for completing the course.;Lack of Communication: I was not aware of this benefit, so I was unable to participate.;",,,,,No,,,,,Lack of Communication: I was not aware of the internal courses available.;Difficult Enrollment Process: I find signing up for the course is complicated;, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, 
65,8/17/2026 15:30,8/17/2026 16:57,anonymous,,Team Alejandra Choriego,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,all good,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,all good,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,NA,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,all good ,No,,,,,Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;Transportation difficulties:  I had trouble finding reliable transportation during the event.;Workload and priorities: I had heavy workloads or pressing deadlines that prevented me from participating.;,No,,,,,"Schedule conflicts: The timing of the activities did not alingn with my work schedule or personal commitments.;Workload and priorities: I had heavy workloads or pressing deadlines that prevented me from participating.;Transportation difficulties:  I had trouble finding reliable transportation during the event."";",Yes,Satisfied,Satisfied,Satisfied,No,,,,,,No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;Forgetfulness: I simply forgot about the available discounts and perks.;,don't have any in mind,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;Lack of Interest: I don’t find the course engaging or relevant to my role.;",,,,,No,,,,,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",All good,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,I'm okay
66,8/17/2026 17:19,8/17/2026 17:22,anonymous,,Team Jorge,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,Neutral,Neutral,Neutral,Neutral,N/A,Strongly Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,N/A,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,N/A,No,,,,,Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;Workload and priorities: I had heavy workloads or pressing deadlines that prevented me from participating.;Lack of Awareness: I was unaware of the engagement activities taking place during this time period.;,No,,,,,Schedule conflicts: The timing of the activities did not alingn with my work schedule or personal commitments.;Workload and priorities: I had heavy workloads or pressing deadlines that prevented me from participating.;Lack of Awareness: I was unaware of the engagement activities taking place during this time period.;,No,,,,No,,,,,,Brands Not Attractive Enough: The brands offering discounts or perks don't appeal to my preferences or needs.;No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;Forgetfulness: I simply forgot about the available discounts and perks.;,n/a,No,"Lack of Interest: I don’t find the course engaging or relevant to my role.;No Recognition or Incentives: I believe there’s no tangible reward for completing the course.;Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",,,,,No,,,,,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;Difficult Enrollment Process: I find signing up for the course is complicated;Lack of Communication: I was not aware of the internal courses available.;",N/A,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,n/a
67,8/17/2026 17:06,8/17/2026 17:35,anonymous,,Team Benjamin,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,"Continue promoting internal job opportunities by aligning them with employees’ skills, qualifications, and educational backgrounds.",Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Continue providing efficient and effective support to ensure employees receive timely assistance.,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Neutral,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Haven't used this service,No,,,,,,Haven't used this service,Neutral,Neutral,Haven't used this service,Very Satisfied,Provide clear and timely information regarding payments to ensure employees fully understand payment details and processes.,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,No,,,,,"Schedule conflicts: The timing of the activities did not alingn with my work schedule or personal commitments.;Transportation difficulties:  I had trouble finding reliable transportation during the event."";",No,,,,Yes,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,,Continue creating alliances with businesses.,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,"Continue promoting employee skills development through ongoing learning, training, and professional growth opportunities.",Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Provide clear and timely information to ensure employees fully understand the processes.
68,8/17/2026 14:34,8/17/2026 18:03,anonymous,,"Management Team (BI, Commercial, Finance, HR, IT, MKT, Ops)",,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,N/A,No,,,,,Yes,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"No dan feedback, no responden los tickets hasta dentro de mucho tiempo",Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,n/a,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,no,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,n/a,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,No,,,,No,,,,,,No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;,n/a,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",,,,,No,,,,,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",n/a,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,n/a
69,8/17/2026 19:04,8/17/2026 19:21,anonymous,,Team Jorge,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No comments,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No comments,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,No comments ,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No comments,No,,,,,Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;,No,,,,,"Transportation difficulties:  I had trouble finding reliable transportation during the event."";Schedule conflicts: The timing of the activities did not alingn with my work schedule or personal commitments.;",Yes,Neutral,Neutral,Neutral,No,,,,,,No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;,no comments,No,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",,,,,No,,,,,"Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",no comments,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,no comments
70,8/18/2026 7:01,8/18/2026 7:37,anonymous,,Team Mayra,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,They should give the opportunity to train people who do not yet have specific experience in the area but do have years of experience working in the field. ,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,They should maintain the provided equipment periodically to avoid more serious problems with the equipment. ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Haven't used this service,"No, I do not. ",Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Satisfied,Very Satisfied,Haven't used this service,Very Satisfied,N/A,Yes,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Neutral,Neutral,Neutral,No,,,,,,Lack of Interest: The discounts and perks do not align with my personal interests or preferences.;Brands Not Attractive Enough: The brands offering discounts or perks don't appeal to my preferences or needs.;No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;,"They should give more recognition when an employee is celebrating their anniversary with the company. We, as employees, want to feel more motivated to stay. ",Yes,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,N/A,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,N/A
71,8/18/2026 7:33,8/18/2026 7:40,anonymous,,Team Alejandra Helena,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,.,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,.,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,.,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,.,No,,,,,Lack of interest: The engagement activities did not appeal to my personal interes or preferences.;,No,,,,,Lack of interest: The engagement activities did not appeal to my personal interes or preferences.;,No,,,,No,,,,,,No Immediate Need: I don't have a current need for the products or services offered through the discounts and perks.;Brands Not Attractive Enough: The brands offering discounts or perks don't appeal to my preferences or needs.;Lack of Interest: The discounts and perks do not align with my personal interests or preferences.;,.,No,"Lack of Interest: I don’t find the course engaging or relevant to my role.;Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",,,,,No,,,,,"Lack of Interest: I don’t find the course engaging or relevant to my role.;Work Priorities: My primary responsibilities take precedence, and I don’t have the time or energy to get involved in the courses.;",.,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,.
72,8/18/2026 8:06,8/18/2026 8:15,anonymous,,Team Jorge,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Continue doing the promotion at uam.,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,We should have the pcs changed to powerful ones or at least with more ram.,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,no,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,no ideas,No,,,,,Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;Transportation difficulties:  I had trouble finding reliable transportation during the event.;Workload and priorities: I had heavy workloads or pressing deadlines that prevented me from participating.;,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,No,,,,No,,,,,,Lack of Knowledge: I was unaware of the discounts available with these stakeholders.;Forgetfulness: I simply forgot about the available discounts and perks.;,No idea,Yes,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Satisfied,Satisfied,Satisfied,Satisfied,,Continue providing courses.,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,No ideas
73,8/18/2026 7:19,8/18/2026 8:21,anonymous,,Team Mayra,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No coments,Strongly Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Neutral,Satisfied,Very Satisfied,"installing better batteries in the laptops, having more mouses and headsets.",Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,Haven't used this service,I haven't used it.,Neutral,Very Dissatisfied,Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Very Satisfied,Haven't used this service,Very Satisfied,Very Satisfied,Very Satisfied,No,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Haven't used this service,Very Satisfied,No comment,No,,,,,Schedule conflicts: The timing of the activities did not align with my work schedule or personal commitments.;,Yes,Satisfied,Satisfied,Dissatisfied,Neutral,,No,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,No comments,No,"Lack of Communication: I was not aware of this benefit, so I was unable to participate.;",,,,,Yes,Satisfied,Satisfied,Satisfied,Satisfied,,No comment,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,No comment
